Prof Name,Quality,Difficulty,Grade,Comment 
Dino Zorbas ,1.0,1.0,N/A,He has the distinction of being the most useless prof in Mech Eng. But the course can be very easy: pick up a book on basic EE and learn by yourself. I got an 'A' this way while sleeping through class and never going to tutorials.
Dino Zorbas ,3.0,3.0,N/A,ok heres the deal. dont go to class... but stop by his office sometimes with a question... remember to leave ur name. DO PAST FINALS!! 3/6 questions come from past finals
Dino Zorbas ,1.0,5.0,N/A,"Hydro-Quebec, need I say more."
Dino Zorbas ,3.0,1.0,N/A,nice man but can't teach
Dino Zorbas ,5.0,1.0,N/A,"Funny guy, lean but repetition"
Nathan Friedman ,2.0,5.0,B,"Assignments were hard as heck. I am not a coder at all and it was the hardest class of all. The lectures seem really easy and then you get to the assignments and its wayyy harder than the lecture notes. The midterm was easy, final was hard (multiple choice were easy, but the long answer coding question are really hard). Goodluck to the non ECSEs."
Nathan Friedman ,2.0,4.0,N/A,"Horrible professor, extremely boring lectures like he's. Very patient and helpful outside of class only. Prepares well for questions in C programming for the final exam but non-existant preparation for MATLAB questions. All my knowledge for this course came from youtube, zybook and lecture slides."
Nathan Friedman ,1.0,5.0,N/A,Assignments are really tough
Nathan Friedman ,3.0,3.0,B+,"Very nice person, but very slow and methodical in his teaching to the point that his lectures become excessively long and repetitive. Honestly, it was very difficult to focus in his class, and I always felt like I was wasting my time by showing up to class. Like other people have said, take advantage of the online notes and textbook and past exams."
Nathan Friedman ,2.0,3.0,N/A,"He's really nice, seems to care about students a lot. Aside from that though he's just really really boring and it's impossible to concentrate. Better off doing the online textbooks and lecture slides than actually going to class."
Nathan Friedman ,3.0,3.0,N/A,"Lectures are very boring and as they are all posted online, you dont need to attend. Lots of assignments both programming and in the online textbook but really doable, especially if you go to the prof's or the TA's office hours. Beware that there will be many typos in your exams... But this prof really cares that people do well in his class"
Nathan Friedman ,3.0,3.0,A-,He is so sweet. Really helpful and nice if you go to his office hours. Seems to care about students despite his awfully boring lectures.
Nathan Friedman ,2.0,4.0,N/A,"lectures were *excruciatingly* boring. they were somewhat helpful, but youtube videos on the topic did a far more concise job at explaining.   course was pretty hard for some1 who's never programmed before, but it was pretty doable."
Nathan Friedman ,4.0,2.0,A+,"He is not a particularly exciting lecturer, but I really enjoyed the class and found the lectures valuable.  It is an easy class to get an A for. There are ample past papers, and the content is quite easy."
Nathan Friedman ,2.5,4.0,N/A,"Very confusing, doesn't explain really well. Going to class is almost useless, but the slides are good! Read them.  Exams are not easy. However, comp208 is a good class."
Nathan Friedman ,4.0,2.0,N/A,Really sweet guy.  Dedicated and cares about students. Enjoyed talking with him a few times after class.
Nathan Friedman ,5.0,3.0,N/A,"This professor knows a lot. If you seek help, he will help you enormously and will give you knowledge beyond what the class has to offer. I found him to be a very kind person as well. Would definitely take another course with him."
Nathan Friedman ,3.0,2.0,A,"With no previous programming experience, I was really confused at first. After a while, find myself really in to programming. Don't go to the tutorials and lectures, but do go over slides, do assignments by yourself, and do some programming on daily basis. Friedman is helpful if you ask for help, good teacher!"
Nathan Friedman ,3.0,2.0,A,Clear and easy
Nathan Friedman ,5.0,1.0,N/A,"He is a careful and clear teacher. People who dislike his lectures tend to already program and so get bored, or are just not enthusiastic students. The tests involve reading code and predicting what it will do which takes a lot of practice to not slip up on. You'll sometimes need someone who will sit with you and help debugunblank for assignments."
Nathan Friedman ,5.0,2.0,N/A,Great Professor. He is Very helpful!
Nathan Friedman ,3.0,2.0,A,"Attended the very first classes, had some interest at the time so would focus and follow him, learned the basics about coding back then. However, I got bored VERY fast and never attended classes after the first month. Force yourself to do the assignments though and do as many past exams as you can and you'll get an A"
Nathan Friedman ,4.5,3.0,B,"Great prof but can be boring if you didn't prepare before hand. Always do all the assignments as soon as they come out and buy the textbook (it helps with understanding programming). This course requires a lot of effort on the assignments but rest assured, if you do the assignments yourself, there is no need to study that hard for the final."
Nathan Friedman ,5.0,1.0,N/A,I loved him and his classes!! He is a great prof.
Nathan Friedman ,4.5,1.0,N/A,"Good prof, if you haven't done any coding before, read the slides/skim book before going to class and pay attention to class and you'll do fine. People who complain are those that don't know how to code and don't put in the time to learn. To programmers: Good class to for a refresher in C and the oddity that is Fortran."
France Bouthillier ,1.5,4.0,N/A,"She could not care less about the educational value of her students. She's worried about relations with ""Clients"" for whom we're doing free work. There's something seriously wrong with the Chair of the Department telling everyone in the course that ""Concordia University is not at a level that I would consider it a competitor to McGill."" Exact quote"
France Bouthillier ,2.0,3.0,N/A,"You have to do your assignments for a real client and France said, ""You will not embarrass McGill."" You know what's embarrassing? Having the majority of students and the co-instructor show up to the wrong classroom the first day and neglecting to put the only available copies of the textbooks on course reserves. This is CI in a nutshell."
France Bouthillier ,3.0,4.0,N/A,"Didn't really know what to expect. Very good class. Learned a lot. The book was extremely useful. Bouthillier is professional, fair, and helpful."
France Bouthillier ,1.0,5.0,N/A,No Comments
France Bouthillier ,1.0,5.0,N/A,"Worst, rudest professor I have ever met.  Insisted I didn't attend class because she didn't remember my face and she allegedly never forgets a face -- only I actually went to her lectures!"
France Bouthillier ,4.0,5.0,N/A,Hard class.  Huge workload. Must be prepared to work your butt off in this class. Did actually learn something  - a miracle in GSLIS.
Robin Rowley ,3.5,2.0,N/A,not useful to write anything since he is retired... BUT PROPS to prof. Rowley.  BY FAR the most knowledgeable and intelligent economic prof in the whole 3 years.  McGill just lost a great asset.  Good Retirement.  It's really something to be in one of his class.  Makes you learn so much more than normal econ classes.
Robin Rowley ,4.5,2.0,N/A,"Incredible professor.  Shows the 'other side' of economics & covers some very interesting material.  Follow his study tips, keep up with the eNotes (which are a bit annoying), and you'll do fine.  Be sure to get his feedback when working on your essay."
Robin Rowley ,4.5,3.0,N/A,"Smartest prof I have ever had.  Great lectures but exams are pure memorization. Chauvinistic attitude is a farce, but some people don't see that and are turned off by it."
Robin Rowley ,5.0,1.0,N/A,"His methods are unusual but they work. He usualy gives simple analogies and simple explanations but if you think about them further, there's more to what hes saying and he knows it. He knows what he's teaching and he's very intelligent, not to mention funny and sarcastic. Everyone should do his classes!"
Robin Rowley ,5.0,4.0,N/A,The the the BEST I've ever had!!!!!
Robin Rowley ,3.5,3.0,N/A,"This is the 'expand your mind' class of the honours course, it does an okay job, but his methods of evaluation are a bit sketchy.  Supposed to be opening our minds but he gives vanilla memorization exams.  Can be hard to approach but nice if he knows you, still though, tends to talk over you."
Robin Rowley ,5.0,4.0,N/A,one of the best around
Robin Rowley ,3.5,5.0,N/A,"A memorable professor with intelligence, attitude, and funny stories.  Worked my butt off and learned a lot from him, most of it good, but he always kept me guessing about the grade.  Still there are better researchers out there and he could be a bit more humble..."
Robin Rowley ,2.0,3.0,N/A,"I bet he's best friends with Dickinson. except he thinks he dresses better. just as proud as the rest of the male-dominant econ dept at mcgill, talks about his accomplishments and family a lot and just brushes over important material, but overall keeps the subject matter interesting"
Robin Rowley ,5.0,5.0,N/A,Certainly no doubt the best professor I have ever had. He makes you think and understand unlike other professors who could care less. He command on the subject and his comments make the class interesting and challenging. One can certainly learn a lot
Robin Rowley ,1.0,1.0,N/A,"class is a joke; pompous and boring, didn't learn a thing"
Robin Rowley ,5.0,3.0,N/A,Potentially one of the best professors in the department.  He knows what he's talking about and will always help out students - you can tell by the huge lines at his door during office hours.  He is however somewhat ambiguous about marks
Robin Rowley ,4.0,4.0,N/A,Knows his stuff... Can be nice ;)
Robin Rowley ,1.0,4.0,N/A,Too vague. What the hell is he teaching?
Robin Rowley ,3.0,2.0,N/A,man certainly likes to talk
Robin Rowley ,3.5,5.0,N/A,No Comments
David Harpp ,5.0,3.0,A,Dr. Harpp is truly a gem! He is 80 smth now but is still passionate about mcgill. He explains very clearly and compassionate. Just buy notes and memorize every lil thing and u'll be fine. Dont rly have to listen to the video lectures but is better to have the profs' voice accompanying for sure.
David Harpp ,5.0,2.0,A,"I have taken Chem 180, 181 and 183 because of professor Harpp. He is hilarious, articulate, caring and makes grading criteria very clear and fair. He wants the best for students, and will make sure everyone had a great experience in his classes."
David Harpp ,5.0,4.0,N/A,"Tons of memorization, and irrelevant info to keep in mind. Dr Harpp, on the other hand, is truly a fantastic prof and very understanding about students with disabilities. As a student with a neurodevelopmental condition however, I just hope that they keep improving their classes including more of the interactive videos and the new quiz system."
David Harpp ,1.0,2.0,A,"Not a hard class. This prof on the other hand is a piece of work. He is very old, takes slowly, is completely unorganized and goes on tangents about completely irrelevant topics. You will think that these are irrelevant but THEY WILL BE ON THE Exam. Make sure to memorize the details about his favorite paintings if you want an A."
David Harpp ,2.0,4.0,N/A,"One of the most boring while still difficult courses I've ever taken in my life. 3 hour lecture, and Dr. Harpp has a very monotonous voice. He often goes on tangents about things that sound like they don't matter, and then those things turn up on the exams (which are much harder than I thought they'd be). Wanted a bird course, got a hard course."
David Harpp ,4.0,4.0,N/A,"harder than I thought it would be and lectures are very long and boring. you need a friend in that class to keep you motivated to show up. midterm and final are all multiple choice, although the course is very heavy on memorization of words that all sound the same, so the exams were hard"
David Harpp ,4.0,3.0,A,Good prof. Knows what he is doing and gives the lectures well. But his voice made me sleepy :( I had to refer to the lecture recordings a lot to note down points I missed in class.
David Harpp ,5.0,2.0,A,Very interesting class! Great professor. He is very knowledgeable and you can tell he is very passionate. Strongly recommend taking this class.
David Harpp ,5.0,2.0,N/A,Such a nice prof! You learn everything you need for the exam in the lectures. He just wants you to do well.
David Harpp ,3.0,3.0,A,"Solid prof - but let's be honest, for CHEM 181 you can basically just skip the lectures and buy NTCs and get an A."
David Harpp ,2.5,4.0,A-,"His classes were very lecture style, but it really seemed like he was rambling at times rather than teaching. Many of his tangents appeared on the exam. He wasn't that clear with what was expected of us and didn't give nearly enough examples."
David Harpp ,2.0,5.0,N/A,"he is so rude... and not understanding at all... his matieral is dry and brings down the overall mood... his test, well lets say THEY HAVE ALMOST NOTHING TO DO WITH WHAT YOU LEARN. rediculous professor"
David Harpp ,4.5,1.0,N/A,"He is the best teacher I had, he is very lively and makes his classes everything but boring. Even at 8am he manages to wake you up and prepare you for a long day.  He gives a meaning to chemistry and he knows how to make you laugh by dancing or singing. PS: Dr Harpp if you ever see this, WE LOVED the picture you took of a penguin with blue feet."
David Harpp ,4.5,1.0,N/A,"Although I took chemistry because I had to and not because I wanted to, this prof made me like the class!"
David Harpp ,4.5,2.0,N/A,Well respected prof who's been teaching at Mcgill for a long long time. He knows chemistry well and truly enjoys his research and teaching. Exam is fair and he posts recordings going through last year's exam in details which is super helpful. Best chemistry prof so far and would definitely take his class again!
David Harpp ,2.5,4.0,C,Thought course was supposed to be a bird course so I took it to fulfill my freshman arts requirements. As a humanities girl this was NOT a bird course. Maybe its a different case for sci students. I worked my ass off in the end to pass. Both profs were good. It was a huge class so they were accommodating as they could be for dif issues.
David Harpp ,5.0,2.0,N/A,Exceptional professor who has compassion for students with chronic medical conditions and disabilities. He was the most understanding re granting necessary accommodations.
David Harpp ,5.0,3.0,N/A,Excellent professor who really cares about his students!!
David Harpp ,4.0,4.0,N/A,Good prof
David Harpp ,5.0,2.0,N/A,"Wonderful prof. Very clear, fair exam, interesting. He can get a little monotonous but he's still one of the best profs at McGill."
Bill Watson ,4.0,3.0,N/A,"William Watson really fuels interest in the subject he teaches. He isn't the best lecturer, they are sometimes long and hard to stay focused on. However he promotes intelligent participation, you may answer the midterm questions using graphstextmaths, whichever suits you most, and the material is up-to-date and interesting. Would Recommend."
Bill Watson ,3.0,3.0,N/A,A gentleman and scholar
Bill Watson ,4.0,3.0,N/A,"Prof. Watson, while a respectable economist, is mostly a mediocre lecturer.  His grading practices are what really upset a lot of us. Curving down the exams for a perfect 70 average resulted in a lot of uneven grading. Expect a grade 10 marks less than your raw grade without good reasons, even if you study hard and are interested >.<"
Bill Watson ,2.5,3.0,N/A,"Stay away from 409. This prof is a complete tool when it comes to grading. Have you seen someone scoring 84/100 in the final and ending with a C+? You will see it in his class, because he wants a median of 70 so even if you do very well in your final, chances are you won't get an A."
Bill Watson ,3.0,3.0,N/A,"Watson is a fair guy. The material he choses to teach you is often based off current events. It can be a bit boring since the class is at 8:30, especially if you don't do the readings, but the material isn't overly complicated so you can follow along. His exams are fair, not too complicated. Watson is a nice guy, but apathetic at times."
Bill Watson ,3.0,1.0,N/A,"Great prof! Recommended for any third or final year students who wants to learn where economic knowledge can be applied in the real world. He is very up to date with current financial and economic affairs. 830AM class is a pain, but worth it. There are piles of readings but they are far from boring. He is also very helpful and insightful if you ask"
Bill Watson ,1.0,2.0,N/A,Booring guy. period
Bill Watson ,4.5,2.0,N/A,Easy enough to do well and very interesting in the upper level courses. You read articles about current issues of interest rather than theory out of a textbook and other stupidity. If you want to you'll actually learn something interesting here.
Bill Watson ,5.0,3.0,N/A,"Not easy, but a wonderful teacher and person."
Bill Watson ,2.5,4.0,N/A,"once, he spent the whole class reading all of the exports and imports between canada and the U.S. that have ever been traded ""Dental drills, Dental chairs, jam, bacon..."" fascinating material."
Bill Watson ,4.5,3.0,N/A,"Watson is a great professor - I've had him for several classes. He's really into what he does, and wants students to come away from economics with an ability to analyze real-world issues (not just theory). If you know the readings very well you'll do fine on the final. Not many profs as good as him!"
Bill Watson ,3.5,2.0,N/A,"He is a fair guy...good guy too.  The lectures are unbelievably boring, especially if you haven't done the readings for class which most people don't. I hear the class will be at 8.30 am next year...You're probably not gonna go so make sure you read the readings WELL and you'll do great."
Bill Watson ,4.0,3.0,N/A,"Still good, but much better for 400 level courses where he doesn't repeat stuff nearly as much and can really talk about more interesting articles and the details of the economics behind them."
Bill Watson ,3.5,3.0,N/A,"Watson is a good professor, and the globalization seminar is pretty interesting. Just keep his biases in mind when listening to his lectures, and make sure you edit your papers at least 10 times. The class isn't too hard, and he is a fair (but not easy) marker."
Bill Watson ,3.0,1.0,N/A,"Watson's funny in a dry sort of way. Class is easy if you do all the readings, I went to 20% of the classes and got an A. All Watson does is discuss readings in class, so do the work yourself and you're fine. Class average was 72. If u don't like to read, don't take this class,the readings's intense"
Bill Watson ,4.0,2.0,N/A,"Umbelievable prof. A pleasure going to class and being taught by a reknown and well-respected economist. Very fair in grading and makes time for, and cares for his students. Great communication and makes WebCT very user-friendly. I guess there are good ECON profs out there!"
Bill Watson ,5.0,3.0,N/A,"very well spoken, makes current economic problems very interesting even to non-econ students like me, answers questions well, very fair about questions on midterm that kids complained about, readings are longish, but he explains well, easily offended by kids talking in class, cuz he really cares."
Bill Watson ,5.0,2.0,N/A,I'm a big fan of Watson. He's a great economic mind always willing to help his students. The class material was provocative and informative. I would highly recommend taking his first year seminar.
Bill Watson ,5.0,2.0,N/A,"He's a nice prof who's ready to help his students. There's a lot of readings to do and his lectures can be boring at times but overall, you learn a lot from his classes."
Bill Watson ,4.0,3.0,N/A,"Bill's a great teacher who commands respect, but it's easy to fall asleep and the material gets boring and repetitive after he starts to talk about it for a few classes.  Overall, he makes current economic problems more interesting than it really is."
Lucia Benaquisto ,5.0,3.0,N/A,She's simply amazing.  She makes me want to major in Soc.
Lucia Benaquisto ,2.5,3.0,N/A,"OK, the prof is kind of irresponsible by canceling the last lecture without prior notice and leaving some of us still very confused about the material. Her style is quite disorganized plus and material itself (methodology) is pretty dry, it really takes a lot of perseverance to sit in class and concentrate. Not recommended unless you are obligated!"
Lucia Benaquisto ,2.5,2.0,N/A,Abrasive. Prepare to be berated.
Lucia Benaquisto ,1.0,5.0,N/A,"This prof's lectures are the most scattered, confusingly-delivered classes I've experienced. The course content is heavy, but it would have been understandable had it not been for her disorganized speaking. Run away."
Lucia Benaquisto ,5.0,3.0,N/A,"Love the class & the prof. Is very coherent & makes taking stats bearable. Makes funny remarks every now & then; tests are straight-forward & overall, a great prof!"
Lucia Benaquisto ,5.0,1.0,N/A,"Very good prof. Take her for 211, she knows what she is talking about and makes it seem so simple the way she breaks down the chapters. She is also a very fair marker, the TAs are great also."
Lucia Benaquisto ,4.5,3.0,N/A,"Benaquisto is like the best prof for this class. If you have never done inquiry or stats, take her. She is clear and goes really slowly(sometimes too slowly!)to make sure everybody understand her.She repeats a lot too.Very approachable.I learned a lot from that class and she is very sweet and knows the subject really well.Lots of material though."
Lucia Benaquisto ,5.0,1.0,N/A,"Granted, this was a seminar (12 people) and very different from a lecture structured class, but she is amazing. A brilliant woman who cares about her work, makes you care about your work, and is engaging the entire time. A professor where 10 years down the road you'll feel blessed to have been given the opportunity to study under her."
Lucia Benaquisto ,5.0,3.0,N/A,"She is awesome!  There is so much that one can learn from this woman....and I've studied her stuff in other courses as well.  She's also a very caring person.  Take her classes, if she's teaching any!"
Lucia Benaquisto ,1.0,5.0,N/A,I dropped this class-- enough said.
Lucia Benaquisto ,4.5,3.0,N/A,"She is a great teacher, dunno why ppl complain so much!! Very knowledgeable, willing to help you if you give it a try, and the book (which she wrote) is crystal clear with plenty of examples. Very clever, maybe that's why dummies couldn't understand?!"
Lucia Benaquisto ,2.5,5.0,N/A,"This class is HARD & BORING. If this class is a prereq, take it in the summer! If not, stay clear! The material is SO dry. Book isn't much help cuz it's written by the prof, who made it  as confusing as the lectures. To do well, stay on top of everything!"
Lucia Benaquisto ,5.0,3.0,N/A,"she's really good (phd from Harvard), clever and entertaining. great prof"
Lucia Benaquisto ,3.5,5.0,N/A,"This class is a nightmare! The tests are very hard and she's a hard marker (way too picky). Hard work doesn't pay off. Avoid this class unless it's a prereq. Lots of reading, needlessly complicated paper, fast-paced lectures, boring material. *gag*"
Lucia Benaquisto ,3.0,3.0,N/A,"she is crazy... she marks really hard... she had to majorly curve the midterm so more people would pass... if this class a pre-req i wouldn't recommend it... stay on topic of the readings, very nit picky when it comes to marks.."
Lucia Benaquisto ,4.5,3.0,N/A,"Most sutdents have been complaining about her but I really think she is a great teacher. Very intelligent, she will answer any question and the material is pretty straightforward - if ppl work a minimum, there is no way they can fail!"
Lucia Benaquisto ,4.0,5.0,N/A,"Nice professor, but very difficult exams. She tries to make it interesting but expects you to know everything and if you don't you lose marks on anything she gives you (exam,assignment). I think she tries to teach too much material in too little time."
Lucia Benaquisto ,3.0,5.0,N/A,She is kind of crazy... and her class is so annoying.  I guess she is a good teacher if you can actually sit through her class and listen to her annoying blabber.  This class is a lot harder that ou would expect it to be.
Lucia Benaquisto ,2.0,4.0,N/A,"Unfortunately, although she knows her stuff, she is totally psychotic. I feel like she actively tried to turn people off sociology. She ended up having to bump the midterm mark up 15% so MOST PEOPLE WOULD PASS!"
Lucia Benaquisto ,4.5,2.0,N/A,"Social Inquiry - she's like your mom, if your mom was actually cool. it was kind of rude for her to say ""don't email me"", and she's cute and funny in a dorky way. you'll like her, you'll like going to her class."
T.V. Paul ,4.0,3.0,A-,"Overall a really nice prof, who knows his material really well. The only complaint that sometimes he will go through things quickly. Apart from sometimes being a little fast, he's really easygoing and nice. 100% will take another class with him if there's something that piques my interest. When you have a prof that wholesome it's a great time."
T.V. Paul ,5.0,2.0,A,One of the best professors I have taken at McGill. He was engaging and funny. The lecture slides gave an outline of how to learn. So that was helpful in the exams
T.V. Paul ,4.0,3.0,A+,"Many readings and he doesn't do presentation decks- you are expected to take notes. Alot of material is covered in each class. He is a funny guy so if you catch his attention, he will similarly engage you further and this help with the participation grades. He seemed like a tough grade but I did alright overall -I believe the participation mattered"
T.V. Paul ,5.0,3.0,A-,"Thoroughly enjoyed his classes. They are inspirational and if you attend & listen, you gain a lot of knowledge- sure to help in the long run in IR/Asia. He's really knowledgeable &makes the ideas coherent to understand and grasp. +Funny. Best part: adds an academics perspective at the end of each class. One of the best professors I've had in Poli."
T.V. Paul ,2.0,4.0,N/A,"PRO: Hilarious and smart prof, very nice as a person, makes you participate in lectures, interesting content overall. CONS: Lectures often unclear. Don't always have time to take notes. Also, as he reads his speech and does not give a lot of visual content (1 slide / class), hard to stay focused. Tough exams (super specific IDs) and many readings."
T.V. Paul ,4.0,3.0,A+,"His lectures are at times unfocused, but nevertheless essential to succeeding in the course, in addition to the coursepack. Brilliant professor who clearly knows his material. That being said, although his book was excellent, I would have liked to study more recent cases as well. Looking into his upper level seminar class"
T.V. Paul ,4.0,3.0,N/A,"Really nice and funny prof, always ready to talk if you go to office hours. His lectures are fairly interesting, but he goes by pretty fast and when its 8am and he talks with a bit of an accent, it can be somewhat difficult to get everything down if you're a slow note taker. Overall really good class, go to lectures and skim the readings. "
T.V. Paul ,2.5,3.0,N/A,"Agreeable prof. Lectures were fairly disorganized and hard to follow, their ""objective"" wasn't made clear enough, but it is possible to do well if you are interested and study regularly."
T.V. Paul ,3.0,3.0,N/A,"He prepares his lectures last minute, so his lectures are only really decent when it's based on his own work;smart and interesting. However, based off the actual classes, we weren't really prepped for the final exam worth 50%. Most of the IDs were obscure from the lecture, and much of what we studied was not broached. Still interesting an class. "
T.V. Paul ,1.0,4.0,N/A,"A course with so much potential, but such a disappointment. He talks about security, but does not use any current literature or case study. the most current case was probably the Vietnam war and most articles you have to read were written before the cold war ended. so much good stuff has ever since been written about security in the last years.  "
T.V. Paul ,3.5,3.0,N/A,"Really approachable professor, but not the most clear lecturer. Exams are not too difficult, and material mainly comes from the readings."
T.V. Paul ,3.5,2.0,N/A,"Nice guy and approachable. Class will give you a general outline of a story the ID portion of the exams will come from here, so go to them. As for the essay part: read the course pack. You'll be good if you do, since the TA mostly marks exams and he/she will mostly derive most of the theory from there. Overall, you'll learn a lot from this class"
T.V. Paul ,4.0,2.0,N/A,Really knowledgeable professor.
T.V. Paul ,2.5,3.0,N/A,"Cute and affable exterior, but avoids every concievable point of interest in the course. And he's got himself a clever little scheme; the reader he makes you buy (his won, naturally) is re-released every year with minimal changes, so used ones can't be re-sold in the book store. Major ripoff."
T.V. Paul ,1.0,5.0,N/A,Seems to go out of his way to pick the most confusing readings and never really elaborates. He's highly disorganized and very boring in lectures.
T.V. Paul ,5.0,3.0,N/A,"TV Paul is one of the best professors at McGill, very sweet and solid. he knows his stuff He is very approachable and really helpful if you go speak with him. His lectures were clear and organized as long as you were still awake."
T.V. Paul ,1.0,5.0,N/A,"absolute crap. i don't know who let this guy become a professor, but he has no business being in the education profession. the course was unorganized, with lots of irrelevant or incomprehensible material, and way too much to learn. if you have to take it, do 243 first if u want to keep your sanity."
T.V. Paul ,3.0,3.0,N/A,"I thought the course was interesting but lectures were quite boring. The Midtern marks were EXTREMELY harsh whereas the FINALS were rather lenient... Heavy emphasis on Readings, an A IS possible without doing them however ;)"
T.V. Paul ,3.5,4.0,N/A,Funny guy. class is pretty hard though.
T.V. Paul ,3.5,3.0,N/A,"This is definitely a hard intro course, and though dry at times, worthwhile. TV Paul is a lovely, widely-accomplished man, and enjoys the material and his students. In class and when studying, go by his outlines. The conferences are a must, and studying for exams in a study group is ideal."
Bruce Arndtsen ,5.0,2.0,N/A,"What an awesome professor. I used to hate organic but he made me love it. Very clear in his lectures, helpful in answering questions, goes at a good pace, and exams are very fair. He'd rather test you on everything with fair (and sometimes easy) question than focus on 2 chapters and ask the toughest questions. Definitely take him if you can!"
Bruce Arndtsen ,5.0,3.0,N/A,His lectures are extremely clear and he goes at a good pace. His classes weren't boring at all. Exams were fair.
Bruce Arndtsen ,5.0,1.0,N/A,"Best prof's I have ever had at mcgil. Super super helpful, always nice in office hours, replied to your email the same day. material very clear, a lot of practice which is great. Got above 85 on both midterms and found final very nice ans straight forward got an A in the course.I have never met someone so willing to help you outside class!"
Bruce Arndtsen ,4.0,3.0,N/A,"Great prof, one of my favourites. Really good at explaining the material and asnwering questions, but you need to go to class to do well. Know the material he taught in class and you'll do well on the exams. Didn't really use the textbook at all. Listens to student input on exams and adjusted the marks based and what was said about the difficulty."
Bruce Arndtsen ,4.5,1.0,N/A,"Great prof, worth getting up for at 830.  Always available in his office and didn't mind spending time to basically tutor you.  Very fair marker, course was minimal work.  Know the trends and how to justify your answer and your going to get almost full points no matter the answer you put.  Good prof, good sense of humor"
Bruce Arndtsen ,4.5,1.0,N/A,"Very clear and concise. Speaks at a relatively fast pace, so you should be on the ball during his lectures. Midterms were fair. The final was quite difficult, but I am certain he curved. Overall, an excellent course."
Bruce Arndtsen ,5.0,3.0,N/A,"Best professor I've had in a long time.  Knows his material, is passionate about it, and presents it in a manner most appealing."
Bruce Arndtsen ,4.5,2.0,N/A,He was an adequate teacher. Lectures were clear and the section was not too difficult.
Bruce Arndtsen ,1.0,5.0,B,Terrible prof
Bruce Arndtsen ,4.0,3.0,B,"Arndstern's a good prof (just as good as Wiseman and Fenster). Everyone is just tired of chemistry by the time his section comes. His lectures are clear and comprehensible, and his section really isn't hard, if you watch the lectures and read the notes."
Bruce Arndtsen ,1.0,4.0,B,Crap
Bruce Arndtsen ,3.5,4.0,B,B-O-R-I-N-G
Bruce Arndtsen ,1.0,3.0,B,i took chem 110 in fall 2004. arndtsen was one of my chem 110 professors but how does he look like? heheh i didnt go to his class once.
Bruce Arndtsen ,4.5,2.0,B-,"I think he's a really great prof. replies emails, unlike Fenster. By the end of the semester, people get burnt out and lazy.I really thought his section was the easieast one. But bad timing. Overall, he is a great prof. He is an american but he's been Canadianized! He's very helpful and cares for us"
Bruce Arndtsen ,4.0,2.0,B-,"His lectures were fast-paced...but he had to complete more material than Wiseman and Fenster. His section also covered the most challenging information. Nice prof, willing to help outside of class."
Bruce Arndtsen ,2.5,4.0,B-,"So this guy's pretty arrogant. He think's he's all that, but really.he's not. He tries to be funny, but it ends up being only him that's laughing. Well maybe those who brown-nose r laughing too.lol. He goes super fast, i missed a lecture, and I had to stop it every few slides to try to understand it"
Bruce Arndtsen ,4.0,3.0,B-,"I don't get why Arndsten gets such poor ratings... he's really a good teacher. Much better than most first year McGill profs. Sometimes his lecture notes are out of order (it's so frustrating!) but in general, I've been able to focus in his class really well."
Bruce Arndtsen ,4.0,2.0,A-,great prof...he's ok!
Bruce Arndtsen ,5.0,3.0,A-,"I can't believe people didn't like him. The guy's awesome, the material's kinda boring, but e can't help that. He did all he could, man."
Bruce Arndtsen ,3.0,4.0,A-,"Ok, but BORING"
Mark Andrews ,4.5,3.0,N/A,"Prof Andrews is a lovely guy. He is clearly very interested in what he teaches and often smiles or laughs at some of the things he presents which is always nice to see. The content is fairly difficult but the assignments, midterm and final are all take home so it allows you to keep the content close to guide you along the way. Very easygoing Prof"
Mark Andrews ,4.5,1.0,A-,"Take-home quiz, mid-term, exam, and everything. Doesn't mean the material is easy, in fact I'd say the material is pretty challenging. But Prof. Andrews teaches it in a way that you feel everything you are learning in class has its use and importance in research and in the real-world. Extremely easy-going. Highly recommended."
Mark Andrews ,4.5,2.0,A,"Dr. Andrews is an inspirational professor who is widely knowledgeable.  In his class, one learns a lot of Science which is up-to-date and directly relevant to hottest research in a variety of areas.  He actively integrates the class into discussions and teaches Science as it should be taught. I simply describe his teaching style as FLAWLESS. "
Mark Andrews ,4.0,4.0,A,V.Friendly and Easy-going
Mark Andrews ,5.0,3.0,A,Excellent professor
Mark Andrews ,4.5,3.0,A,"One of the best professors I have had in my Chemistry degree, I wishhim the best, everyone loves him"
Mark Andrews ,1.0,5.0,A,No Comments
Mark Andrews ,5.0,5.0,A,I love the name
Mark Andrews ,1.0,5.0,A,Where is this professor ???? Is he still alive ??? I'm wondering if he has not been kidnapped by E.T. ... Too bad for my business !
Mark Andrews ,3.5,3.0,A,No Comments
Sarah Stroud ,5.0,4.0,N/A,Stroud is a genius. Amazing lectures and readings. Some of the contents in this class actually changed my whole worldview. Very hard marker
Sarah Stroud ,2.0,4.0,N/A,I'm not really sure why the grading was so ruthless for an entry level course. She's a lovely person and great lecturer but I was very thrown off with the essay feedback.
Sarah Stroud ,4.0,3.0,B+,"Professor Stroud gives really captivating lectures that are ESSENTIAL towards the course work (3 papers, 1 final). Yes, there is a lot of reading, but I managed to pull a B+ without reading 2/3 texts because her lectures covered the material so thoroughly."
